EligibleIncidentCount,AutoTransferCount,AutoLinkCount,AutoAnyActionCount,AutoTransferCorrectCount,AutoLinkCorrectCount,AutoTransferIncorrectCount,AutoLinkIncorrectCount,ReworkCount,ManualTransferAfterAutoCount,ManualRelationshipUpdateAfterAutoCount,TransferLatencyP50Sec,TransferLatencyP95Sec,LinkLatencyP50Sec,LinkLatencyP95Sec,FirstAutoActionLatencyP50Sec,FirstAutoActionLatencyP95Sec,AutoTransferCoveragePct,AutoLinkCoveragePct,AutoAnyCoveragePct,AutoTransferCorrectnessPct,AutoLinkCorrectnessPct,ReworkRatePct,ManualTransferAfterAutoPct,ManualRelationshipUpdateAfterAutoPct
5711,820,31,839,767,30,53,1,494,53,457,122,1246,169,92117,122,1249,0.14358255997198388,0.005428121169672562,0.14690947294694448,0.9353658536585366,0.967741935483871,0.5887961859356377,0.0631704410011919,0.5446960667461264
