EligibleIncidentCount,AutoTransferCount,AutoLinkCount,AutoAnyActionCount,AutoTransferCorrectCount,AutoLinkCorrectCount,AutoTransferIncorrectCount,AutoLinkIncorrectCount,ReworkCount,ManualTransferAfterAutoCount,ManualRelationshipUpdateAfterAutoCount,TransferLatencyP50Sec,TransferLatencyP95Sec,LinkLatencyP50Sec,LinkLatencyP95Sec,FirstAutoActionLatencyP50Sec,FirstAutoActionLatencyP95Sec,AutoTransferCoveragePct,AutoLinkCoveragePct,AutoAnyCoveragePct,AutoTransferCorrectnessPct,AutoLinkCorrectnessPct,ReworkRatePct,ManualTransferAfterAutoPct,ManualRelationshipUpdateAfterAutoPct
4840,541,43,562,485,42,56,1,57,56,227,132,1363,169,92117,131,1366,0.11177685950413223,0.008884297520661158,0.11611570247933885,0.8964879852125693,0.9767441860465116,0.10142348754448399,0.099644128113879,0.40391459074733094
